,home_team_id,away_team_id,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,avg_attack_work_rate_difference,avg_defense_work_rate_difference,max_attack_work_rate_difference,max_defense_work_rate_difference,avg_home_players_rating,avg_away_players_rating
433,,101.0,5261.0,2297.0,,,,,2213.0,360.0,7236.0,,5630.0,8789.0,8891.0,6938.0,3205.0,6826.0,4995.0,3210.0,5883.0,7809.0,5317.0,8965.0,-27.093316665509192,-48.49509385093749,0.0,-125.0,59.605578093306285,77.13412122571636
434,94.0,150.0,474.0,5006.0,7571.0,3582.0,4706.0,5193.0,2473.0,9209.0,4735.0,1768.0,3722.0,5692.0,4942.0,3893.0,7962.0,1725.0,9133.0,2141.0,4253.0,,5161.0,5847.0,36.886668543015304,51.02114410357443,59.21052631578948,59.21052631578948,67.6489190165309,62.70872435098442
435,229.0,,,3135.0,7030.0,9350.0,3289.0,6670.0,7368.0,,,1997.0,4206.0,,,,,,,,,,,,49.0530303030303,23.743112947658403,150.0,70.45454545454545,61.7697396038305,50.0
436,109.0,9.0,2887.0,5672.0,3742.0,7243.0,3160.0,,5180.0,,5527.0,,,2259.0,8099.0,8523.0,1930.0,5454.0,8619.0,5247.0,4853.0,1291.0,4499.0,7276.0,-54.2036651546221,-51.068722943722946,-125.0,-125.0,63.49360591561548,72.4125585861429
437,143.0,131.0,1711.0,5444.0,,7341.0,5628.0,7188.0,,,1852.0,791.0,6819.0,3813.0,5087.0,5614.0,1327.0,,2065.0,,,7444.0,,,24.39393939393942,14.683600713012467,58.33333333333334,125.0,61.03333333333333,57.57016317016317
438,19.0,263.0,1083.0,4057.0,9231.0,8415.0,4806.0,668.0,5874.0,7933.0,3522.0,5811.0,7156.0,5720.0,8353.0,,3731.0,,2649.0,,3852.0,7209.0,9022.0,1612.0,10.433884297520663,22.22317156527683,0.0,0.0,69.86351083556966,65.77775706483841
439,115.0,222.0,5297.0,6044.0,5745.0,8656.0,195.0,5291.0,2489.0,3016.0,5363.0,3686.0,5304.0,5914.0,3829.0,8936.0,595.0,8212.0,9004.0,3936.0,8429.0,9100.0,8883.0,5829.0,-21.386435202224646,7.591486708166258,0.0,-32.03781512605042,69.8850018703347,77.58468654604845
440,43.0,220.0,2437.0,27.0,1024.0,2648.0,1216.0,,8594.0,,,8597.0,9259.0,,683.0,,6798.0,4419.0,1163.0,3878.0,3551.0,6146.0,1268.0,,-21.052631578947356,13.692654095130877,-73.52941176470588,102.94117647058823,57.597614803497166,59.017015801535926
441,255.0,219.0,,319.0,5929.0,6487.0,217.0,,5837.0,,2833.0,9181.0,2832.0,8823.0,,235.0,9190.0,485.0,7869.0,4722.0,8169.0,4239.0,8441.0,,-21.807288012821616,-1.4348025711662018,-58.33333333333334,0.0,62.23724825898739,61.91491841491841
442,,208.0,,8363.0,,,,,7582.0,2892.0,5124.0,2932.0,6764.0,9037.0,1676.0,5820.0,6157.0,5797.0,1021.0,,7142.0,9360.0,4501.0,5955.0,-49.163752913752916,-4.356060606060616,-67.30769230769232,0.0,58.13764013764014,69.73973541078804
443,39.0,263.0,3094.0,7361.0,,1463.0,7278.0,,3682.0,283.0,8402.0,4704.0,7357.0,5720.0,1487.0,,3795.0,,,2649.0,1802.0,3435.0,9022.0,1612.0,-3.7955465587044444,1.074583311425414,0.0,0.0,66.41770080280915,67.33876192060121
444,57.0,144.0,6260.0,6601.0,6766.0,7798.0,6064.0,8303.0,7495.0,721.0,817.0,4451.0,8355.0,9079.0,7457.0,2198.0,7240.0,5185.0,469.0,1254.0,2615.0,7511.0,3996.0,1500.0,-33.32934430653253,-23.404662467162453,-39.47368421052633,-75.0,71.01042981825746,81.3502188570217
445,,,,1173.0,,,,,,,3665.0,,,,3220.0,,6582.0,5881.0,7699.0,,1238.0,7950.0,5480.0,,-38.49640555522909,-24.23701298701299,-125.0,0.0,52.795286195286195,62.663159157663806
446,14.0,11.0,1023.0,2184.0,8202.0,4375.0,2762.0,5887.0,5886.0,6191.0,3001.0,1787.0,332.0,6411.0,2547.0,4907.0,6805.0,7548.0,,7460.0,1867.0,3002.0,7585.0,7610.0,4.292627229230121,1.194173981255318,20.833333333333343,56.81818181818181,69.98490398490398,66.65649548211117
447,126.0,212.0,6255.0,7178.0,,9090.0,11.0,1251.0,8753.0,626.0,2903.0,4548.0,,9344.0,,2620.0,8247.0,5461.0,9232.0,9394.0,6477.0,7386.0,4800.0,5177.0,-5.54368876737297,10.800731775963968,80.35714285714286,88.23529411764706,62.09825812302592,58.1366913272486
448,226.0,167.0,3374.0,5980.0,5964.0,2283.0,273.0,5676.0,5409.0,1973.0,3468.0,6239.0,8958.0,5108.0,3200.0,2439.0,2881.0,7251.0,5396.0,730.0,4674.0,8449.0,840.0,4039.0,4.322069519204419,-41.927620754567585,0.0,0.0,73.212614071752,70.63409750051626
449,237.0,231.0,7793.0,489.0,6304.0,3332.0,1429.0,850.0,6609.0,431.0,2218.0,7634.0,2519.0,1691.0,7796.0,5096.0,6463.0,,6248.0,7145.0,2092.0,5708.0,1442.0,5434.0,-4.1493495135117655,-29.407052641280686,0.0,-6.818181818181813,72.34072068636661,72.18873171368863
